order_id,coffee_type,milk_type,cost,time,server_name
2426,Americano,Regular,3.24,2024-11-29T10:13:53.103185Z,Alice
2427,Americano,Almond,4.95,2024-11-29T02:30:00.103185Z,Alice
2428,Cortado,Oat,3.22,2024-11-29T00:39:23.103185Z,Charlie
2429,Cortado,Oat,4.76,2024-11-30T09:54:04.103185Z,Charlie
2430,Latte,Oat,2.5,2024-11-29T19:35:52.103185Z,Bob
2431,Latte,Oat,4.82,2024-11-30T13:06:16.103185Z,Charlie
2432,Latte,Almond,2.83,2024-11-30T13:04:33.103185Z,Bob
2433,Latte,Oat,4.5,2024-11-30T04:31:27.103185Z,Bob
2434,Cortado,Almond,3.66,2024-11-30T03:49:36.103185Z,Charlie
2435,Americano,Regular,3.14,2024-11-30T14:04:47.103185Z,Alice
2436,Cortado,Almond,2.59,2024-11-30T11:37:29.103185Z,Dana
2437,Cortado,Regular,2.71,2024-11-29T19:25:18.103185Z,Alice
2438,Americano,Regular,4.16,2024-11-30T05:53:27.103185Z,Bob
2439,Cortado,Almond,3.88,2024-11-29T22:48:02.103185Z,Dana
2440,Latte,Regular,4.99,2024-11-30T10:20:27.103185Z,Alice
2441,Americano,Regular,4.42,2024-11-29T21:41:36.103185Z,Charlie
2442,Americano,Regular,4.24,2024-11-30T06:16:12.103185Z,Dana
2443,Cortado,Almond,3.43,2024-11-30T13:54:32.103185Z,Bob
2444,Cortado,Oat,4.6,2024-11-30T12:54:16.103185Z,Bob
2445,Cortado,Oat,3.14,2024-11-29T21:34:34.103185Z,Charlie
2446,Cortado,Regular,4.37,2024-11-30T01:48:20.103185Z,Alice
2447,Latte,Oat,3.83,2024-11-30T12:12:44.103185Z,Charlie
2448,Latte,Regular,4.93,2024-11-30T13:01:39.103185Z,Charlie
2449,Americano,Almond,4.35,2024-11-29T22:01:13.103185Z,Bob
2450,Latte,Oat,2.61,2024-11-30T07:35:59.103185Z,Bob
2451,Cortado,Oat,2.79,2024-11-30T05:43:49.103185Z,Dana
2452,Latte,Oat,3.17,2024-11-30T10:06:49.103185Z,Bob
2453,Cortado,Regular,4.53,2024-11-30T17:33:14.103185Z,Dana
2454,Cortado,Oat,4.47,2024-11-30T09:30:14.103185Z,Dana
2455,Cortado,Oat,4.41,2024-11-30T01:00:36.103185Z,Dana
2456,Americano,Almond,3.0,2024-11-29T23:02:53.103185Z,Bob
2457,Americano,Almond,4.53,2024-11-30T05:58:33.103185Z,Bob
2458,Cortado,Oat,3.94,2024-11-30T13:27:23.103185Z,Dana
2459,Latte,Oat,3.53,2024-11-30T00:38:26.103185Z,Bob
2460,Americano,Regular,2.52,2024-11-30T13:42:59.103185Z,Charlie
2461,Latte,Oat,3.53,2024-11-29T23:52:06.103185Z,Alice
2462,Latte,Regular,2.86,2024-11-30T11:32:22.103185Z,Alice
2463,Cortado,Almond,4.05,2024-11-30T11:00:06.103185Z,Charlie
2464,Cortado,Regular,3.17,2024-11-29T19:11:21.103185Z,Charlie
2465,Americano,Almond,4.28,2024-11-30T15:36:40.103185Z,Bob
2466,Americano,Oat,3.62,2024-11-30T17:52:36.103185Z,Dana
2467,Cortado,Almond,4.58,2024-11-30T09:23:10.103185Z,Dana
2468,Americano,Oat,2.76,2024-11-30T09:37:46.103185Z,Bob
2469,Latte,Almond,4.94,2024-11-30T00:05:55.103185Z,Bob
2470,Cortado,Almond,3.95,2024-11-30T03:49:27.103185Z,Dana
2471,Americano,Regular,4.67,2024-11-29T21:45:21.103185Z,Charlie
2472,Americano,Regular,4.61,2024-11-29T23:36:29.103185Z,Dana
2473,Latte,Almond,2.81,2024-11-30T08:00:08.103185Z,Dana
2474,Cortado,Oat,3.27,2024-11-30T08:52:50.103185Z,Alice
2475,Americano,Regular,3.25,2024-11-30T00:09:10.103185Z,Alice
2476,Cortado,Regular,2.79,2024-11-30T17:58:32.103185Z,Alice
2477,Americano,Oat,2.66,2024-11-30T05:09:24.103185Z,Alice
2478,Americano,Regular,4.04,2024-11-30T13:59:40.103185Z,Dana
2479,Latte,Oat,3.84,2024-11-30T11:40:54.103185Z,Charlie
2480,Cortado,Almond,4.37,2024-11-30T05:39:09.103185Z,Bob
2481,Americano,Regular,3.02,2024-11-30T10:21:57.103185Z,Bob
2482,Latte,Almond,4.17,2024-11-30T14:46:20.103185Z,Alice
2483,Cortado,Oat,3.15,2024-11-29T23:25:41.103185Z,Charlie
2484,Americano,Oat,4.5,2024-11-30T13:10:29.103185Z,Bob
2485,Latte,Oat,3.51,2024-11-30T03:52:09.103185Z,Charlie
2486,Cortado,Almond,2.99,2024-11-30T03:31:31.103185Z,Charlie
2487,Americano,Almond,4.25,2024-11-29T20:03:17.103185Z,Alice
2488,Americano,Regular,3.91,2024-12-01T12:41:38.103185Z,Charlie
2489,Americano,Almond,2.86,2024-12-01T18:54:10.103185Z,Charlie
2490,Latte,Regular,3.0,2024-12-01T15:48:35.103185Z,Charlie
2491,Americano,Regular,2.55,2024-11-30T21:13:56.103185Z,Bob
2492,Cortado,Oat,4.6,2024-12-01T15:46:43.103185Z,Charlie
2493,Latte,Almond,4.28,2024-12-01T03:27:19.103185Z,Bob
2494,Latte,Oat,4.46,2024-12-01T01:54:56.103185Z,Bob
2495,Cortado,Almond,3.5,2024-12-01T10:26:41.103185Z,Dana
2496,Americano,Regular,3.47,2024-12-01T14:40:43.103185Z,Charlie
2497,Americano,Regular,2.86,2024-12-01T12:00:40.103185Z,Alice
2498,Latte,Regular,4.58,2024-12-01T08:10:32.103185Z,Bob
2499,Americano,Almond,3.64,2024-12-01T06:37:42.103185Z,Dana
2500,Latte,Almond,3.01,2024-11-30T22:08:00.103185Z,Charlie
2501,Americano,Regular,3.83,2024-12-01T10:50:32.103185Z,Dana
2502,Americano,Oat,3.26,2024-11-30T21:57:01.103185Z,Alice
2503,Cortado,Regular,3.8,2024-12-01T18:18:11.103185Z,Bob
2504,Latte,Almond,3.82,2024-12-01T11:41:29.103185Z,Alice
2505,Cortado,Almond,3.33,2024-12-01T06:00:20.103185Z,Charlie
2506,Latte,Almond,3.63,2024-12-01T03:35:24.103185Z,Bob
2507,Americano,Almond,4.09,2024-12-01T08:10:58.103185Z,Dana
2508,Americano,Regular,3.06,2024-12-01T18:07:11.103185Z,Charlie
2509,Americano,Almond,3.32,2024-12-01T10:56:23.103185Z,Dana
2510,Cortado,Regular,4.63,2024-12-01T15:44:09.103185Z,Charlie
2511,Cortado,Oat,2.7,2024-12-01T06:07:01.103185Z,Charlie
2512,Latte,Oat,4.74,2024-11-30T19:09:44.103185Z,Dana
2513,Latte,Oat,3.88,2024-12-01T09:47:00.103185Z,Alice
2514,Cortado,Regular,3.39,2024-12-01T11:49:33.103185Z,Alice
2515,Latte,Oat,4.23,2024-12-01T16:38:42.103185Z,Bob
2516,Latte,Oat,3.46,2024-12-01T06:29:44.103185Z,Alice
2517,Latte,Almond,4.4,2024-12-01T05:00:10.103185Z,Bob
2518,Latte,Regular,2.58,2024-11-30T23:16:35.103185Z,Alice
2519,Cortado,Regular,4.46,2024-12-01T09:33:31.103185Z,Alice
2520,Cortado,Oat,3.37,2024-12-01T07:31:13.103185Z,Alice
2521,Americano,Oat,4.01,2024-11-30T22:21:41.103185Z,Alice
2522,Americano,Oat,2.62,2024-11-30T20:22:47.103185Z,Charlie
2523,Cortado,Almond,2.58,2024-12-01T19:07:36.103185Z,Charlie
2524,Cortado,Oat,4.44,2024-12-01T04:18:38.103185Z,Dana
2525,Cortado,Almond,4.54,2024-12-01T06:44:27.103185Z,Alice
2526,Americano,Oat,4.14,2024-12-01T02:25:25.103185Z,Charlie
2527,Cortado,Regular,4.42,2024-12-01T14:23:08.103185Z,Charlie
2528,Cortado,Regular,3.04,2024-12-01T08:15:07.103185Z,Alice
2529,Latte,Oat,4.37,2024-11-30T20:09:13.103185Z,Bob
2530,Americano,Almond,3.64,2024-12-01T05:43:40.103185Z,Bob
2531,Latte,Regular,4.87,2024-12-01T16:46:57.103185Z,Dana
2532,Cortado,Regular,4.3,2024-12-01T00:02:28.103185Z,Bob
2533,Latte,Almond,2.77,2024-12-01T08:18:06.103185Z,Charlie
2534,Americano,Regular,3.48,2024-11-30T22:04:00.103185Z,Alice
2535,Cortado,Almond,3.61,2024-12-01T19:04:57.103185Z,Bob
2536,Americano,Almond,2.76,2024-12-01T17:18:01.103185Z,Dana
2537,Latte,Oat,4.39,2024-12-01T02:27:31.103185Z,Alice
2538,Cortado,Regular,2.8,2024-11-30T21:20:19.103185Z,Bob
2539,Cortado,Oat,4.76,2024-11-30T23:47:51.103185Z,Alice
2540,Latte,Oat,3.89,2024-11-30T22:12:23.103185Z,Dana
2541,Americano,Almond,4.79,2024-12-02T02:49:12.103185Z,Charlie
2542,Cortado,Oat,3.7,2024-12-02T02:22:06.103185Z,Dana
2543,Americano,Oat,4.13,2024-12-02T06:16:39.103185Z,Alice
2544,Cortado,Oat,4.49,2024-12-02T14:23:55.103185Z,Dana
2545,Cortado,Oat,3.55,2024-12-02T02:47:52.103185Z,Charlie
2546,Cortado,Regular,3.75,2024-12-02T04:02:03.103185Z,Alice
2547,Cortado,Regular,4.22,2024-12-02T07:58:31.103185Z,Charlie
2548,Latte,Regular,4.81,2024-12-02T00:40:10.103185Z,Bob
2549,Latte,Almond,3.23,2024-12-01T20:33:53.103185Z,Alice
2550,Cortado,Regular,2.53,2024-12-01T19:40:40.103185Z,Dana
2551,Latte,Oat,2.79,2024-12-02T07:33:52.103185Z,Alice
2552,Cortado,Regular,3.41,2024-12-02T02:25:50.103185Z,Alice
2553,Americano,Almond,2.68,2024-12-01T19:20:46.103185Z,Charlie
2554,Latte,Oat,2.57,2024-12-02T09:37:44.103185Z,Dana
2555,Cortado,Regular,3.16,2024-12-02T01:34:43.103185Z,Bob
2556,Latte,Regular,3.76,2024-12-02T06:45:48.103185Z,Dana
2557,Cortado,Oat,3.84,2024-12-02T14:22:06.103185Z,Alice
2558,Latte,Oat,4.7,2024-12-02T12:34:00.103185Z,Alice
2559,Cortado,Regular,4.84,2024-12-01T22:57:48.103185Z,Bob
2560,Americano,Regular,3.71,2024-12-02T09:19:01.103185Z,Dana
2561,Americano,Almond,3.9,2024-12-01T22:33:31.103185Z,Dana
2562,Americano,Almond,2.71,2024-12-02T06:43:08.103185Z,Bob
2563,Latte,Almond,4.46,2024-12-02T06:13:09.103185Z,Dana
2564,Cortado,Oat,4.32,2024-12-02T16:00:36.103185Z,Alice
2565,Cortado,Almond,2.52,2024-12-01T21:16:32.103185Z,Charlie
2566,Cortado,Almond,4.95,2024-12-02T01:47:18.103185Z,Alice
2567,Americano,Oat,3.21,2024-12-02T14:11:33.103185Z,Alice
2568,Cortado,Regular,3.19,2024-12-01T23:07:41.103185Z,Alice
2569,Americano,Oat,3.41,2024-12-01T19:44:06.103185Z,Dana
2570,Cortado,Almond,3.18,2024-12-02T00:43:52.103185Z,Dana
2571,Americano,Oat,4.16,2024-12-02T11:19:40.103185Z,Charlie
2572,Cortado,Almond,3.83,2024-12-02T06:33:41.103185Z,Bob
2573,Latte,Almond,4.23,2024-12-01T23:55:30.103185Z,Bob
2574,Cortado,Oat,2.84,2024-12-01T21:13:36.103185Z,Bob
2575,Cortado,Almond,3.98,2024-12-02T14:26:12.103185Z,Bob
2576,Cortado,Regular,3.99,2024-12-02T11:54:28.103185Z,Dana
2577,Americano,Oat,3.41,2024-12-02T13:38:37.103185Z,Dana
2578,Americano,Regular,3.25,2024-12-01T19:11:19.103185Z,Charlie
2579,Latte,Regular,3.67,2024-12-01T19:12:38.103185Z,Alice
2580,Latte,Regular,2.72,2024-12-01T19:47:24.103185Z,Charlie
2581,Americano,Oat,3.83,2024-12-02T03:16:09.103185Z,Dana
2582,Latte,Regular,4.4,2024-12-02T00:35:55.103185Z,Charlie
2583,Latte,Almond,3.12,2024-12-02T02:15:23.103185Z,Charlie
2584,Americano,Oat,4.55,2024-12-02T16:59:57.103185Z,Alice
2585,Cortado,Oat,2.64,2024-12-02T07:58:32.103185Z,Dana
2586,Cortado,Oat,3.67,2024-12-01T20:27:46.103185Z,Dana
2587,Cortado,Regular,3.48,2024-12-02T08:44:07.103185Z,Alice
2588,Latte,Oat,3.52,2024-12-02T06:57:55.103185Z,Bob
2589,Cortado,Oat,3.79,2024-12-02T02:55:28.103185Z,Dana
2590,Latte,Regular,4.59,2024-12-02T00:45:54.103185Z,Alice
2591,Latte,Almond,4.4,2024-12-02T01:07:15.103185Z,Bob
2592,Latte,Regular,3.08,2024-12-01T21:25:50.103185Z,Dana
2593,Cortado,Oat,2.63,2024-12-03T00:08:30.103185Z,Alice
2594,Americano,Almond,4.87,2024-12-03T18:19:23.103185Z,Bob
2595,Americano,Regular,4.39,2024-12-03T02:51:17.103185Z,Dana
2596,Cortado,Regular,4.4,2024-12-03T13:46:33.103185Z,Alice
2597,Americano,Oat,2.53,2024-12-03T08:57:18.103185Z,Bob
2598,Americano,Regular,4.74,2024-12-03T01:00:49.103185Z,Dana
2599,Latte,Oat,4.7,2024-12-02T23:15:49.103185Z,Dana
2600,Americano,Oat,4.59,2024-12-03T03:38:53.103185Z,Bob
2601,Americano,Almond,4.33,2024-12-03T18:28:41.103185Z,Bob
2602,Latte,Regular,4.63,2024-12-03T11:23:00.103185Z,Charlie
2603,Latte,Almond,4.64,2024-12-03T05:04:38.103185Z,Bob
2604,Latte,Almond,2.72,2024-12-03T07:37:50.103185Z,Dana
2605,Cortado,Regular,3.14,2024-12-02T23:29:49.103185Z,Charlie
2606,Cortado,Almond,2.55,2024-12-03T06:14:59.103185Z,Dana
2607,Latte,Almond,3.54,2024-12-03T11:45:51.103185Z,Dana
2608,Latte,Almond,4.2,2024-12-02T20:55:13.103185Z,Charlie
2609,Latte,Almond,3.97,2024-12-03T14:01:41.103185Z,Bob
2610,Americano,Oat,4.13,2024-12-03T12:43:03.103185Z,Bob
2611,Cortado,Oat,2.65,2024-12-03T11:45:42.103185Z,Alice
2612,Americano,Oat,4.59,2024-12-03T10:37:37.103185Z,Dana
2613,Cortado,Almond,4.91,2024-12-03T00:56:53.103185Z,Alice
2614,Cortado,Regular,4.63,2024-12-02T20:50:42.103185Z,Alice
2615,Americano,Almond,4.43,2024-12-03T13:06:00.103185Z,Bob
2616,Americano,Regular,2.85,2024-12-03T09:16:04.103185Z,Bob
2617,Americano,Almond,3.13,2024-12-03T12:45:13.103185Z,Bob
2618,Americano,Regular,3.29,2024-12-02T23:25:19.103185Z,Alice
2619,Cortado,Regular,3.81,2024-12-03T14:48:46.103185Z,Dana
2620,Cortado,Oat,4.26,2024-12-03T10:40:04.103185Z,Charlie
2621,Cortado,Almond,3.14,2024-12-03T05:17:09.103185Z,Dana
2622,Cortado,Oat,4.4,2024-12-03T06:35:00.103185Z,Charlie
2623,Latte,Oat,4.76,2024-12-03T05:15:04.103185Z,Bob
2624,Americano,Oat,2.76,2024-12-03T00:48:03.103185Z,Charlie
2625,Latte,Regular,2.57,2024-12-03T02:57:24.103185Z,Charlie
2626,Americano,Almond,2.58,2024-12-02T19:53:10.103185Z,Bob
2627,Americano,Almond,2.57,2024-12-02T22:19:41.103185Z,Charlie
2628,Cortado,Almond,4.3,2024-12-03T03:41:21.103185Z,Bob
2629,Americano,Almond,2.66,2024-12-02T20:12:41.103185Z,Bob
2630,Americano,Regular,4.63,2024-12-02T22:59:43.103185Z,Bob
2631,Latte,Oat,3.53,2024-12-03T18:50:51.103185Z,Dana
2632,Cortado,Almond,3.59,2024-12-02T21:37:14.103185Z,Dana
2633,Cortado,Oat,4.08,2024-12-03T04:44:36.103185Z,Charlie
2634,Americano,Regular,2.73,2024-12-02T21:07:45.103185Z,Alice
2635,Latte,Almond,4.55,2024-12-03T03:05:09.103185Z,Alice
2636,Latte,Almond,4.15,2024-12-03T03:18:57.103185Z,Alice
2637,Americano,Almond,4.13,2024-12-03T14:54:05.103185Z,Alice
2638,Americano,Almond,3.53,2024-12-02T21:27:00.103185Z,Dana
2639,Latte,Oat,4.93,2024-12-03T02:30:41.103185Z,Dana
2640,Americano,Almond,4.51,2024-12-03T12:23:25.103185Z,Dana
2641,Cortado,Almond,3.59,2024-12-03T00:29:07.103185Z,Alice
2642,Americano,Oat,4.65,2024-12-03T10:26:46.103185Z,Dana
2643,Cortado,Oat,4.64,2024-12-03T11:12:01.103185Z,Charlie
2644,Latte,Regular,4.62,2024-12-03T00:41:53.103185Z,Alice
2645,Latte,Oat,4.83,2024-12-03T01:28:59.103185Z,Dana
2646,Latte,Almond,4.44,2024-12-03T05:46:29.103185Z,Bob
2647,Cortado,Almond,4.57,2024-12-03T12:02:34.103185Z,Charlie
2648,Americano,Regular,3.91,2024-12-03T13:19:13.103185Z,Dana
2649,Americano,Almond,3.31,2024-12-03T12:51:48.103185Z,Charlie
2650,Cortado,Regular,2.7,2024-12-03T02:31:00.103185Z,Alice
2651,Latte,Almond,4.21,2024-12-03T11:27:46.103185Z,Dana
2652,Cortado,Oat,4.72,2024-12-04T00:16:52.103185Z,Bob
2653,Americano,Oat,4.63,2024-12-04T13:40:37.103185Z,Bob
2654,Americano,Oat,3.61,2024-12-04T11:41:29.103185Z,Charlie
2655,Cortado,Regular,3.05,2024-12-04T14:50:47.103185Z,Alice
2656,Americano,Oat,3.22,2024-12-03T20:16:49.103185Z,Bob
2657,Americano,Almond,2.56,2024-12-04T13:04:51.103185Z,Bob
2658,Americano,Almond,2.57,2024-12-04T06:17:00.103185Z,Alice
2659,Latte,Almond,3.72,2024-12-04T15:19:09.103185Z,Charlie
2660,Cortado,Almond,4.91,2024-12-03T22:47:39.103185Z,Charlie
2661,Latte,Regular,3.57,2024-12-04T14:48:32.103185Z,Bob
2662,Latte,Oat,4.57,2024-12-03T22:55:10.103185Z,Dana
2663,Cortado,Oat,3.42,2024-12-04T14:13:40.103185Z,Charlie
2664,Cortado,Almond,4.33,2024-12-03T23:47:14.103185Z,Dana
2665,Americano,Regular,3.9,2024-12-04T11:35:23.103185Z,Bob
2666,Latte,Regular,2.77,2024-12-04T09:52:33.103185Z,Charlie
2667,Cortado,Almond,4.36,2024-12-04T01:10:51.103185Z,Bob
2668,Latte,Almond,4.15,2024-12-03T20:08:29.103185Z,Bob
2669,Latte,Regular,3.68,2024-12-04T18:45:21.103185Z,Charlie
2670,Cortado,Oat,3.85,2024-12-03T19:49:27.103185Z,Alice
2671,Americano,Almond,3.41,2024-12-04T10:22:09.103185Z,Dana
2672,Cortado,Regular,3.52,2024-12-04T00:16:24.103185Z,Alice
2673,Americano,Regular,3.97,2024-12-04T16:55:36.103185Z,Alice
2674,Latte,Oat,4.58,2024-12-04T05:02:40.103185Z,Dana
2675,Latte,Almond,2.63,2024-12-04T13:40:15.103185Z,Bob
2676,Americano,Oat,4.61,2024-12-03T21:27:46.103185Z,Bob
2677,Cortado,Almond,2.64,2024-12-04T02:32:09.103185Z,Charlie
2678,Americano,Almond,4.64,2024-12-04T12:23:17.103185Z,Dana
2679,Americano,Regular,2.52,2024-12-04T00:15:24.103185Z,Alice
2680,Americano,Oat,3.18,2024-12-04T00:17:58.103185Z,Dana
2681,Cortado,Almond,2.54,2024-12-04T01:46:32.103185Z,Alice
2682,Latte,Regular,3.31,2024-12-04T05:44:15.103185Z,Bob
2683,Cortado,Regular,3.93,2024-12-04T14:17:43.103185Z,Dana
2684,Cortado,Oat,4.76,2024-12-04T08:35:54.103185Z,Charlie
2685,Latte,Regular,2.66,2024-12-04T15:56:42.103185Z,Charlie
2686,Americano,Almond,3.47,2024-12-04T07:46:00.103185Z,Dana
2687,Latte,Oat,3.83,2024-12-04T12:47:18.103185Z,Alice
2688,Cortado,Oat,3.63,2024-12-04T03:01:17.103185Z,Charlie
2689,Latte,Almond,3.6,2024-12-04T04:39:36.103185Z,Charlie
2690,Americano,Regular,2.87,2024-12-04T08:29:50.103185Z,Charlie
2691,Americano,Regular,4.15,2024-12-04T15:37:53.103185Z,Dana
2692,Americano,Almond,4.15,2024-12-04T15:45:35.103185Z,Bob
2693,Latte,Oat,3.24,2024-12-04T16:07:23.103185Z,Bob
2694,Americano,Regular,3.06,2024-12-04T07:53:38.103185Z,Dana
2695,Latte,Regular,4.54,2024-12-04T01:46:38.103185Z,Dana
2696,Cortado,Regular,4.11,2024-12-04T11:43:41.103185Z,Bob
2697,Americano,Oat,3.02,2024-12-03T19:48:30.103185Z,Alice
2698,Latte,Regular,2.89,2024-12-03T21:47:20.103185Z,Charlie
2699,Americano,Almond,3.16,2024-12-04T08:13:54.103185Z,Charlie
2700,Latte,Regular,3.08,2024-12-04T02:30:43.103185Z,Dana
2701,Cortado,Almond,3.43,2024-12-04T00:50:56.103185Z,Charlie
2702,Americano,Oat,2.82,2024-12-03T20:29:05.103185Z,Alice
2703,Cortado,Oat,4.58,2024-12-04T05:58:23.103185Z,Charlie
2704,Latte,Regular,3.19,2024-12-03T23:16:06.103185Z,Charlie
2705,Latte,Regular,3.2,2024-12-03T23:29:12.103185Z,Dana
2706,Cortado,Almond,3.11,2024-12-03T22:02:05.103185Z,Alice
2707,Latte,Regular,4.77,2024-12-04T17:02:05.103185Z,Dana
2708,Latte,Almond,2.9,2024-12-04T06:57:46.103185Z,Charlie
2709,Cortado,Oat,3.91,2024-12-04T02:48:42.103185Z,Dana
2710,Americano,Oat,4.75,2024-12-04T14:48:31.103185Z,Dana
2711,Latte,Regular,4.04,2024-12-03T19:33:13.103185Z,Bob
2712,Americano,Oat,3.56,2024-12-05T07:17:32.103185Z,Dana
2713,Cortado,Regular,2.87,2024-12-05T12:52:45.103185Z,Bob
2714,Cortado,Oat,4.77,2024-12-05T02:19:05.103185Z,Bob
2715,Latte,Oat,4.72,2024-12-04T21:18:25.103185Z,Alice
2716,Cortado,Regular,4.06,2024-12-05T10:15:01.103185Z,Alice
2717,Cortado,Regular,4.47,2024-12-04T19:16:07.103185Z,Charlie
2718,Americano,Regular,3.24,2024-12-05T05:27:23.103185Z,Charlie
2719,Latte,Almond,3.05,2024-12-05T02:13:54.103185Z,Bob
2720,Latte,Almond,4.75,2024-12-05T17:34:33.103185Z,Dana
2721,Latte,Regular,3.53,2024-12-05T08:53:24.103185Z,Alice
2722,Cortado,Almond,2.59,2024-12-05T08:01:36.103185Z,Bob
2723,Cortado,Regular,4.75,2024-12-05T03:59:31.103185Z,Bob
2724,Americano,Regular,3.42,2024-12-04T20:34:18.103185Z,Dana
2725,Latte,Oat,3.13,2024-12-05T12:45:24.103185Z,Dana
2726,Americano,Almond,2.99,2024-12-05T13:21:41.103185Z,Alice
2727,Cortado,Regular,3.72,2024-12-05T19:05:43.103185Z,Alice
2728,Americano,Oat,3.23,2024-12-05T03:39:13.103185Z,Dana
2729,Latte,Almond,3.19,2024-12-05T11:08:15.103185Z,Charlie
2730,Americano,Oat,4.64,2024-12-05T13:16:15.103185Z,Charlie
2731,Cortado,Oat,3.67,2024-12-05T07:21:55.103185Z,Dana
2732,Americano,Regular,2.67,2024-12-05T13:42:16.103185Z,Bob
2733,Latte,Regular,4.07,2024-12-04T21:21:19.103185Z,Dana
2734,Americano,Oat,3.34,2024-12-05T06:20:17.103185Z,Dana
2735,Americano,Regular,4.88,2024-12-05T18:53:44.103185Z,Bob
2736,Cortado,Oat,4.94,2024-12-05T15:05:28.103185Z,Bob
2737,Latte,Almond,2.73,2024-12-05T04:16:44.103185Z,Bob
2738,Cortado,Almond,2.7,2024-12-05T12:52:33.103185Z,Charlie
2739,Americano,Oat,4.5,2024-12-04T19:26:31.103185Z,Bob
2740,Latte,Oat,3.63,2024-12-05T03:13:36.103185Z,Charlie
2741,Cortado,Regular,3.97,2024-12-05T02:38:26.103185Z,Bob
2742,Latte,Almond,2.57,2024-12-05T04:38:22.103185Z,Charlie
2743,Cortado,Almond,4.01,2024-12-04T22:12:22.103185Z,Charlie
2744,Cortado,Oat,2.73,2024-12-05T15:49:52.103185Z,Charlie
2745,Latte,Regular,4.37,2024-12-04T21:23:41.103185Z,Dana
2746,Americano,Regular,3.3,2024-12-05T04:25:21.103185Z,Alice
2747,Latte,Almond,2.73,2024-12-04T21:26:31.103185Z,Dana
2748,Latte,Regular,4.91,2024-12-05T03:31:44.103185Z,Alice
2749,Americano,Regular,2.93,2024-12-05T05:04:46.103185Z,Bob
2750,Latte,Regular,2.9,2024-12-05T14:39:12.103185Z,Bob
2751,Cortado,Regular,3.23,2024-12-05T17:35:37.103185Z,Dana
2752,Latte,Almond,4.77,2024-12-05T02:26:24.103185Z,Dana
2753,Cortado,Regular,4.93,2024-12-05T10:43:04.103185Z,Bob
2754,Americano,Almond,3.76,2024-12-05T03:05:30.103185Z,Bob
2755,Cortado,Almond,4.85,2024-12-04T23:41:41.103185Z,Dana
2756,Latte,Oat,3.98,2024-12-04T23:35:20.103185Z,Alice
2757,Latte,Almond,3.34,2024-12-04T20:44:03.103185Z,Dana
2758,Latte,Oat,4.1,2024-12-04T19:19:00.103185Z,Alice
2759,Cortado,Almond,3.73,2024-12-05T04:39:25.103185Z,Bob
2760,Cortado,Oat,3.33,2024-12-05T16:59:37.103185Z,Bob
2761,Latte,Almond,4.68,2024-12-05T18:01:10.103185Z,Bob
2762,Americano,Almond,4.54,2024-12-05T03:50:05.103185Z,Alice
2763,Cortado,Oat,4.08,2024-12-05T02:50:48.103185Z,Bob
2764,Cortado,Oat,4.7,2024-12-05T11:09:54.103185Z,Alice
2765,Latte,Regular,3.22,2024-12-05T18:01:58.103185Z,Bob
2766,Latte,Regular,3.13,2024-12-05T16:10:33.103185Z,Dana
2767,Latte,Oat,4.4,2024-12-06T03:26:12.103185Z,Alice
2768,Cortado,Regular,4.65,2024-12-06T14:10:22.103185Z,Charlie
2769,Americano,Oat,2.95,2024-12-06T19:02:48.103185Z,Charlie
2770,Americano,Regular,4.97,2024-12-06T13:12:03.103185Z,Dana
2771,Latte,Oat,3.35,2024-12-06T12:20:28.103185Z,Dana
2772,Americano,Almond,4.78,2024-12-06T07:19:13.103185Z,Bob
2773,Americano,Regular,4.67,2024-12-06T17:45:30.103185Z,Charlie
2774,Americano,Regular,4.81,2024-12-06T11:39:51.103185Z,Charlie
2775,Latte,Almond,3.68,2024-12-06T18:58:25.103185Z,Alice
2776,Cortado,Oat,4.34,2024-12-05T22:49:16.103185Z,Alice
2777,Americano,Regular,3.03,2024-12-06T10:38:42.103185Z,Charlie
2778,Cortado,Regular,3.25,2024-12-06T13:36:58.103185Z,Bob
2779,Americano,Almond,3.03,2024-12-06T07:38:33.103185Z,Dana
2780,Americano,Regular,3.86,2024-12-05T21:54:45.103185Z,Alice
2781,Cortado,Oat,4.45,2024-12-06T07:58:08.103185Z,Alice
2782,Cortado,Almond,4.71,2024-12-06T12:17:51.103185Z,Dana
2783,Latte,Oat,3.48,2024-12-06T13:23:19.103185Z,Alice
2784,Latte,Regular,3.76,2024-12-06T09:31:25.103185Z,Bob
2785,Americano,Regular,3.51,2024-12-06T11:31:52.103185Z,Charlie
2786,Americano,Regular,4.08,2024-12-06T07:43:45.103185Z,Dana
2787,Latte,Oat,4.54,2024-12-06T18:25:49.103185Z,Bob
2788,Latte,Almond,3.23,2024-12-06T04:35:54.103185Z,Alice
2789,Americano,Oat,3.99,2024-12-06T07:09:39.103185Z,Bob
2790,Latte,Regular,3.79,2024-12-06T17:09:45.103185Z,Bob
2791,Latte,Regular,3.96,2024-12-06T06:15:56.103185Z,Bob
2792,Latte,Regular,4.67,2024-12-05T20:15:20.103185Z,Dana
2793,Americano,Regular,2.61,2024-12-06T03:03:57.103185Z,Dana
2794,Cortado,Almond,4.67,2024-12-06T02:24:08.103185Z,Bob
2795,Cortado,Oat,4.9,2024-12-06T17:07:12.103185Z,Charlie
2796,Latte,Regular,4.82,2024-12-06T18:41:55.103185Z,Bob
